"filename", "language", "JavaScript", "YAML", "Markdown", "Ruby", "Gemfile", "JSON", "HTML", "Draw.io", "erb", "SCSS", "CSS", "comment", "blank", "total"
"/Users/tsuchiyakazuhiro/projects/original-app-36951/test/controllers/purchases_controller_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 2, 8
"/Users/tsuchiyakazuhiro/projects/original-app-36951/test/controllers/teams_controller_test.rb", "Ruby", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/tsuchiyakazuhiro/projects/original-app-36951/test/controllers/users_controller_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 2, 8
"/Users/tsuchiyakazuhiro/projects/original-app-36951/test/fixtures/addresses.yml", "YAML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 12
"/Users/tsuchiyakazuhiro/projects/original-app-36951/test/fixtures/items.yml", "YAML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 12
"/Users/tsuchiyakazuhiro/projects/original-app-36951/test/fixtures/purchases.yml", "YAML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 12
"/Users/tsuchiyakazuhiro/projects/original-app-36951/test/fixtures/users.yml", "YAML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 12
"/Users/tsuchiyakazuhiro/projects/original-app-36951/test/models/address_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 2, 8
"/Users/tsuchiyakazuhiro/projects/original-app-36951/test/models/item_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 2, 8
"/Users/tsuchiyakazuhiro/projects/original-app-36951/test/models/purchase_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 2, 8
